Chapter Number,Verse Number,Translation Verses,Extracted Keywords
12.0,67.0,"(As they were leaving) their father said to them: ""O my sons, do not seek one approach but employ different ways (of attaining your object). If anything should befall you from God I shall not be able to avert it, for all authority belongs to God. I have placed my trust in Him, and the trusting should rely on Him alone.""","['seek one approach', 'employ different ways', 'object ).', 'father said', 'authority belongs', 'alone .""', 'trusting', 'trust', 'sons', 'shall', 'rely', 'placed', 'leaving', 'god', 'god', 'befall', 'avert', 'attaining', 'anything', 'able']"
12.0,68.0,"When they entered as their father had advised them, nothing could avail them against (the will of) God, yet it confirmed a premonition Jacob had, for verily he had knowledge as We had taught him, though most men do not know.","['nothing could avail', 'premonition jacob', 'yet', 'verily', 'though', 'taught', 'men', 'knowledge', 'know', 'god', 'father', 'entered', 'confirmed', 'advised']"
12.0,69.0,"When they came to Joseph he made his brother his guest, and said: ""I am your brother. So do not grieve for what they had done.""","['done .""', 'said', 'made', 'joseph', 'guest', 'grieve', 'came', 'brother', 'brother']"
12.0,70.0,"When he had given them their provisions he put his goblet in his brother's saddle-bag. Then a crier announced: ""O men of the caravan, you are thieves.""","['thieves .""', 'crier announced', 'saddle', 'put', 'provisions', 'men', 'goblet', 'given', 'caravan', 'brother', 'bag']"
12.0,71.0,"They turned to them and asked: ""What is it you have lost?""","['lost ?""', 'turned', 'asked']"
12.0,72.0,We cannot find the master's goblet. Whoever comes up with it will be given a camel-load of grain; I vouch for it.,"['whoever comes', 'cannot find', 'vouch', 'master', 'load', 'grain', 'goblet', 'given', 'camel']"
12.0,73.0,"They said: ""We swear by God. You know we did not come to commit any crime in the land, nor are we thieves.""","['thieves .""', 'swear', 'said', 'land', 'know', 'god', 'crime', 'commit', 'come']"
12.0,74.0,"What should be the punishment, they were asked, ""in case you are liars?""","['liars ?""', 'punishment', 'case', 'asked']"
12.0,75.0,"The punishment for that (should be), they said, ""that he in whose luggage it is found should be held as punishment. This is how we repay the wrong-doers.""","['whose luggage', 'doers .""', 'wrong', 'said', 'repay', 'punishment', 'punishment', 'held', 'found', '),']"
12.0,76.0,"So he searched their saddle-bags before his brother's, then produced the cup from his brother's bag. That is how We planned an excuse for Joseph, for under the law of the king he could not detain his brother unless God so willed. We raise the status of whom We please. Over every man of knowledge there is one more knowing.","['brother unless god', 'every man', 'brother', 'brother', 'willed', 'status', 'searched', 'saddle', 'raise', 'produced', 'please', 'planned', 'one', 'law', 'knowledge', 'knowing', 'king', 'joseph', 'excuse', 'detain', 'cup', 'could', 'bags', 'bag']"
12.0,77.0,"Said the brothers: ""If he has stolen (no wonder), his brother had stolen before."" But Joseph kept this secret and did not disclose it to them, and said (to himself): ""You are worse in the degree of evil, for God knows better of what you allege.""","['god knows better', 'wonder ),', 'joseph kept', 'allege .""', '.""', 'worse', 'stolen', 'stolen', 'secret', 'said', 'said', 'evil', 'disclose', 'degree', 'brothers', 'brother', '):']"
12.0,78.0,"They said: ""O Minister, he has an aged father, so keep one of us in his place. We see you are a virtuous man.""","['virtuous man .""', 'keep one', 'aged father', 'us', 'see', 'said', 'place', 'minister']"
12.0,79.0,"May God forgive us, he said, ""if we hold any one but him with whom we found our property, or else we would be unjust.""","['may god forgive us', 'unjust .""', 'would', 'said', 'property', 'one', 'hold', 'found', 'else']"
12.0,80.0,"When they despaired of (persuading) him, they went aside to confer. The oldest of them said: ""You know that your father has pledged you in the name of God, and you have been guilty of iniquity in the case of Joseph before. I will not leave this place unless my father permits or God decides for me, for He is the best of all judges.","['went aside', 'place unless', 'god decides', 'father permits', 'god', 'father', 'said', 'pledged', 'persuading', 'oldest', 'name', 'leave', 'know', 'judges', 'joseph', 'iniquity', 'guilty', 'despaired', 'confer', 'case', 'best']"
12.0,81.0,"So, go to your father and tell him: 'O father, your son has committed a theft. We bear witness to only what we know; we could not prevent the unknown.","['bear witness', 'unknown', 'theft', 'tell', 'son', 'prevent', 'know', 'go', 'father', 'father', 'could', 'committed']"
12.0,82.0,"Enquire from the people of that city, or ask the men of the caravan with whom we have come. We are verily speaking the truth.'""","['verily speaking', 'truth .\'""', 'people', 'men', 'enquire', 'come', 'city', 'caravan', 'ask']"
12.0,83.0,"No, said (the father). ""You have made up the story; but patience is best; God may bring them back to me. He is all-knowing and all-wise.""","['god may bring', 'wise .""', 'father ).', 'story', 'said', 'patience', 'made', 'knowing', 'best', 'back']"
12.0,84.0,"He turned away from them and cried: ""Alas for Joseph!"" And his eyes turned white with grief which he bore in silence.","['eyes turned white', 'turned away', 'joseph !""', 'silence', 'grief', 'cried', 'bore', 'alas']"
12.0,85.0,"By God, said they, ""you will never stop thinking of Joseph till you are consumed or perish.""","['never stop thinking', 'perish .""', 'joseph till', 'said', 'god', 'consumed']"
12.0,86.0,"He replied: ""I cry my plaint and grief to God, and know from God what you do not know.","['replied', 'plaint', 'know', 'know', 'grief', 'god', 'god', 'cry']"
12.0,87.0,"O sons, go in search of Joseph and his brother, and do not despair of the mercy of God. Only they despair of God's mercy who do not believe.""","['believe .""', 'sons', 'search', 'mercy', 'mercy', 'joseph', 'god', 'god', 'go', 'despair', 'despair', 'brother']"
12.0,88.0,"When they returned to him, they said (to Joseph): ""O Minister, calamity has befallen us and our people. We have brought but a meagre sum, but give us full measure as alms bestowed. God surely rewards those who give alms.""","['give us full measure', 'god surely rewards', 'give alms .""', 'befallen us', 'alms bestowed', 'meagre sum', 'joseph ):', 'said', 'returned', 'people', 'minister', 'calamity', 'brought']"
12.0,89.0,", He said: ""Do you know what you did to Joseph and his brother in your ignorance?""","['ignorance ?""', 'said', 'know', 'joseph', 'brother']"
12.0,90.0,"They said: ""Surely you are not Joseph!"" ""I am Joseph,"" he said, ""and this is my brother. God has been gracious to us; for God does not verily deprive those who fear Him and are patient of the recompense of those who are good.""","['verily deprive', 'joseph ,""', 'joseph !""', 'good .""', 'us', 'surely', 'said', 'said', 'recompense', 'patient', 'gracious', 'god', 'god', 'fear', 'brother']"
12.0,91.0,"They said: ""By God, God has favoured you above us, for we have indeed been sinners.""","['sinners .""', 'us', 'said', 'indeed', 'god', 'god', 'favoured']"
12.0,92.0,"There is no blame on you today, he said, ""May God forgive you. He is the most merciful of all.","['may god forgive', 'today', 'said', 'merciful', 'blame']"
12.0,93.0,"Take my shirt and put it on my father's face; his eyesight will be restored; and bring your entire family to me.""","['entire family', 'take', 'shirt', 'restored', 'put', 'father', 'face', 'eyesight', 'bring', '.""']"
12.0,94.0,"The caravan departed (from Egypt) and Jacob said (at home): ""Say not that I am in my dotage, but I get the smell of Joseph.""","['joseph .""', 'jacob said', 'home ):', 'caravan departed', 'smell', 'say', 'get', 'egypt', 'dotage']"
12.0,95.0,"They said: ""By God, you are still persisting in your old delusion.""","['old delusion .""', 'still persisting', 'said', 'god']"
12.0,96.0,"Then, as the harbinger of happy news arrived and put the garment over his face his eyesight was restored. He said: ""Did I not tell you? I know from God what you do not know.""","['happy news arrived', 'know .""', 'know', 'tell', 'said', 'restored', 'put', 'harbinger', 'god', 'garment', 'face', 'eyesight']"
12.0,97.0,"Said (the sons): ""O our father, pray for us that our sins be forgiven, for we are really sinners.""","['really sinners .""', 'sons ):', 'us', 'sins', 'said', 'pray', 'forgiven', 'father']"
12.0,98.0,"I will ask my Lord to forgive you, he replied, ""for He is forgiving and kind.""","['kind .""', 'replied', 'lord', 'forgiving', 'forgive', 'ask']"
12.0,99.0,"When they went back to Joseph he gave his father and mother a place of honour, and said: ""Enter Egypt in peace by the will of God.""","['went back', 'god .""', 'enter egypt', 'said', 'place', 'peace', 'mother', 'joseph', 'honour', 'gave', 'father']"
12.0,100.0,"He seated his parents by his side on the throne; and they fell down before him in homage. ""O my father,"" said Joseph, ""this is the meaning of my earlier dream. My Lord has made it come true. He was gracious in getting me out of the prison, and bringing you out of the desert to me after the discord created by Satan between me and my brothers, for my Lord is gracious to whomsoever He please. He is indeed all-knowing and all-wise.","['father ,"" said joseph', 'earlier dream', 'discord created', 'come true', 'wise', 'whomsoever', 'throne', 'side', 'seated', 'satan', 'prison', 'please', 'parents', 'meaning', 'made', 'lord', 'lord', 'knowing', 'indeed', 'homage', 'gracious', 'gracious', 'getting', 'fell', 'desert', 'brothers', 'bringing']"
12.0,101.0,"O my Lord, you have given me dominion and taught me the interpretation of dreams; O Creator of the heavens and the earth, You alone are my saviour in this world and the world to come; let me die submitting to You, and place me among the upright.""","['upright .""', 'die submitting', 'world', 'world', 'taught', 'saviour', 'place', 'lord', 'let', 'interpretation', 'heavens', 'given', 'earth', 'dreams', 'dominion', 'creator', 'come', 'among', 'alone']"
12.0,102.0,"This is news of the unknown We reveal to you, for you were not present when Joseph's brothers agreed on their course of action, and devised their plot.","['brothers agreed', 'unknown', 'reveal', 'present', 'plot', 'news', 'joseph', 'devised', 'course', 'action']"
12.0,103.0,"Many men will not believe howsoever you wish,","['many men', 'believe howsoever', 'wish']"
12.0,104.0,Even though you ask no recompense (for it). It is only a warning for all mankind.,"['even though', 'warning', 'recompense', 'mankind', 'ask', ').']"
12.0,105.0,"How many a sign there is in the heavens and the earth which most men pass by and ignore,","['men pass', 'sign', 'many', 'ignore', 'heavens', 'earth']"
12.0,106.0,"Not only do they not believe in God, but also associate others with Him.","['also associate others', 'god', 'believe']"
12.0,107.0,"Do they really believe that an all-embracing punishment of God will not come upon them, or the Day of Doom overtake them suddenly while they remain unaware?","['remain unaware', 'really believe', 'embracing punishment', 'doom overtake', 'come upon', 'suddenly', 'god', 'day']"
12.0,108.0,"Say: ""My way, and that of my followers, is to call you to God with full perception. All glory to God, I am not an idolater.""","['idolater .""', 'full perception', 'way', 'say', 'god', 'god', 'glory', 'followers', 'call']"
