Surah Name,Verse Translation,Number Chapter and Verse,Cleaned Text,Stemmed Text,Lemmatized Text
Surah Fussilat,"And We have assigned them (devils) intimate companions (in this world), who have made fair-seeming to them, what was before them (evil deeds which they were doing in the present worldly life and disbelief in the Reckoning and the Resurrection, etc.) and what was behind them (denial of the matters in the coming life of the Hereafter as regards punishment or reward, etc.). And the Word (i.e. the torment) is justified against them as it was justified against those who were among the previous generations of jinns and men that had passed away before them. Indeed they (all) were the losers.",41:25,assigned devils intimate companions world made fairseeming evil deeds present worldly life disbelief reckoning resurrection etc behind denial matters coming life hereafter regards punishment reward etc word ie torment justified justified among previous generations jinns men passed away indeed losers,assign devil intim companion world made fairseem evil deed present worldli life disbelief reckon resurrect etc behind denial matter come life hereaft regard punish reward etc word ie torment justifi justifi among previou gener jinn men pass away inde loser,assigned devil intimate companion world made fairseeming evil deed present worldly life disbelief reckoning resurrection etc behind denial matter coming life hereafter regard punishment reward etc word ie torment justified justified among previous generation jinns men passed away indeed loser
Surah Fussilat,"And those who disbelieve say: “Listen not to this Qur’an, and make noise in the midst of its (recitation) that you may overcome.”",41:26,disbelieve say listen quran make noise midst recitation may overcome,disbeliev say listen quran make nois midst recit may overcom,disbelieve say listen quran make noise midst recitation may overcome
Surah Fussilat,"But surely, We shall cause those who disbelieve to taste a severe torment, and certainly, We shall requite them the worst of what they used to do.",41:27,surely shall cause disbelieve taste severe torment certainly shall requite worst used,sure shall caus disbeliev tast sever torment certainli shall requit worst use,surely shall cause disbelieve taste severe torment certainly shall requite worst used
Surah Fussilat,"That is the recompense of the enemies of Allah: The Fire, therein will be for them the eternal home, a (deserving) recompense for that they used to deny Our Ayat (proofs, evidences, verses, lessons, signs, revelations, etc.).",41:28,recompense enemies allah fire therein eternal home deserving recompense used deny ayat proofs evidences verses lessons signs revelations etc,recompens enemi allah fire therein etern home deserv recompens use deni ayat proof evid vers lesson sign revel etc,recompense enemy allah fire therein eternal home deserving recompense used deny ayat proof evidence verse lesson sign revelation etc
Surah Fussilat,"And those who disbelieve will say: “Our Lord! Show us those among jinns and men who led us astray, we shall crush them under our feet, so that they become the lowest.”",41:29,disbelieve say lord show us among jinns men led us astray shall crush feet become lowest,disbeliev say lord show us among jinn men led us astray shall crush feet becom lowest,disbelieve say lord show u among jinns men led u astray shall crush foot become lowest
Surah Fussilat,"Verily, those who say: “Our Lord is Allah (Alone),” and then they Istaqamu , on them the angels will descend (at the time of their death) (saying): “Fear not, nor grieve! But receive the glad tidings of Paradise which you have been promised!",41:30,verily say lord allah alone istaqamu angels descend time death saying fear grieve receive glad tidings paradise promised,verili say lord allah alon istaqamu angel descend time death say fear griev receiv glad tide paradis promis,verily say lord allah alone istaqamu angel descend time death saying fear grieve receive glad tidings paradise promised
Surah Fussilat,"“We have been your friends in the life of this world and are (so) in the Hereafter. Therein you shall have (all) that your inner-selves desire, and therein you shall have (all) for which you ask for.",41:31,friends life world hereafter therein shall innerselves desire therein shall ask,friend life world hereaft therein shall innerselv desir therein shall ask,friend life world hereafter therein shall innerselves desire therein shall ask
Surah Fussilat,"“An entertainment from (Allah), the Oft-Forgiving, Most Merciful.”",41:32,entertainment allah oftforgiving merciful,entertain allah oftforgiv merci,entertainment allah oftforgiving merciful
Surah Fussilat,"And who is better in speech than he who [says: “My Lord is Allah (believes in His Oneness),” and then stands straight (acts upon His Order), and] invites (men) to Allah’s (Islamic Monotheism), and does righteous deeds, and says: “I am one of the Muslims.”",41:33,better speech says lord allah believes oneness stands straight acts upon order invites men allahs islamic monotheism righteous deeds says one muslims,better speech say lord allah believ one stand straight act upon order invit men allah islam monoth righteou deed say one muslim,better speech say lord allah belief oneness stand straight act upon order invite men allah islamic monotheism righteous deed say one muslim
Surah Fussilat,"The good deed and the evil deed cannot be equal. Repel (the evil) with one which is better (i.e. Allah ordered the faithful believers to be patient at the time of anger, and to excuse those who treat them badly), then verily! he, between whom and you there was enmity, (will become) as though he was a close friend.",41:34,good deed evil deed equal repel evil one better ie allah ordered faithful believers patient time anger excuse treat badly verily enmity become though close friend,good deed evil deed equal repel evil one better ie allah order faith believ patient time anger excus treat badli verili enmiti becom though close friend,good deed evil deed equal repel evil one better ie allah ordered faithful believer patient time anger excuse treat badly verily enmity become though close friend
Surah Fussilat,"But none is granted it (the above quality) except those who are patient, and none is granted it except the owner of the great portion (of the happiness in the Hereafter i.e. Paradise and in this world of a high moral character).",41:35,none granted quality except patient none granted except owner great portion happiness hereafter ie paradise world high moral character,none grant qualiti except patient none grant except owner great portion happi hereaft ie paradis world high moral charact,none granted quality except patient none granted except owner great portion happiness hereafter ie paradise world high moral character
Surah Fussilat,"And if an evil whisper from Shaitan (Satan) tries to turn you away (O Muhammad ) (from doing good, etc.), then seek refuge in Allah. Verily, He is the All-Hearer, the All-Knower.",41:36,evil whisper shaitan satan tries turn away muhammad good etc seek refuge allah verily allhearer allknower,evil whisper shaitan satan tri turn away muhammad good etc seek refug allah verili allhear allknow,evil whisper shaitan satan try turn away muhammad good etc seek refuge allah verily allhearer allknower
Surah Fussilat,"And from among His Signs are the night and the day, and the sun and the moon. Prostrate not to the sun nor to the moon, but prostrate to Allah Who created them, if you (really) worship Him.",41:37,among signs night day sun moon prostrate sun moon prostrate allah created really worship,among sign night day sun moon prostrat sun moon prostrat allah creat realli worship,among sign night day sun moon prostrate sun moon prostrate allah created really worship
