Surah Name,Verse Translation,Number Chapter and Verse,Extracted Keywords
Surah An-Nur,"And when the children among you come to puberty, then let them (also) ask for permission, as those senior to them (in age). Thus Allah makes clear His Ayat (Commandments and legal obligations) for you. And Allah is All-Knowing, All-Wise.",24:59,"['thus allah makes clear', 'legal obligations', 'children among', 'age ).', 'allah', 'wise', 'senior', 'puberty', 'permission', 'let', 'knowing', 'commandments', 'come', 'ayat', 'ask', 'also']"
Surah An-Nur,"And as for women past child-bearing who do not expect wed-lock, it is no sin on them if they discard their (outer) clothing in such a way as not to show their adornment. But to refrain (i.e. not to discard their outer clothing) is better for them. And Allah is All-Hearer, All-Knower.",24:60,"['women past child', 'expect wed', 'outer clothing', 'outer', 'clothing', 'way', 'sin', 'show', 'refrain', 'lock', 'knower', 'hearer', 'e', 'discard', 'discard', 'better', 'bearing', 'allah', 'adornment']"
Surah An-Nur,"There is no restriction on the blind, nor any restriction on the lame, nor any restriction on the sick, nor on yourselves, if you eat from your houses, or the houses of your fathers, or the houses of your mothers, or the houses of your brothers, or the houses of your sisters, or the houses of your father’s brothers, or the houses of your father’s sisters, or the houses of your mother’s brothers, or the houses of your mother’s sisters, or (from that) whereof you hold keys, or (from the house) of a friend. No sin on you whether you eat together or apart. But when you enter the houses, greet one another with a greeting from Allah (i.e. say: As-Salamu ‘Alaikum – peace be on you) blessed and good. Thus Allah makes clear the Ayat (these Verses or your religious symbols and signs, etc.) to you that you may understand.",24:61,"['salamu ‘ alaikum – peace', 'thus allah makes clear', 'greet one another', 'religious symbols', 'mother ’', 'mother ’', 'may understand', 'hold keys', 'father ’', 'father ’', 'etc .)', 'eat together', 'allah', 'eat', 'whether', 'whereof', 'verses', 'sisters', 'sisters', 'sisters', 'sin', 'signs', 'sick', 'say', 'restriction', 'restriction', 'restriction', 'mothers', 'lame', 'houses', 'houses', 'houses', 'houses', 'houses', 'houses', 'houses', 'houses', 'houses', 'houses', 'house', 'greeting', 'good', 'friend', 'fathers', 'enter', 'e', 'brothers', 'brothers', 'brothers', 'blind', 'blessed', 'ayat', 'apart']"
Surah An-Nur,"The true believers are only those, who believe in (the Oneness of) Allah and His Messenger (Muhammad ), and when they are with him on some common matter, they go not away until they have asked his permission. Verily! Those who ask your permission, those are they who (really) believe in Allah and His Messenger. So if they ask your permission for some affairs of theirs, give permission to whom you will of them, and ask Allah for their forgiveness. Truly, Allah is Oft-Forgiving, Most Merciful.",24:62,"['true believers', 'muhammad ),', 'common matter', 'give permission', 'ask allah', 'ask', 'ask', 'permission', 'permission', 'permission', 'allah', 'allah', 'allah', 'verily', 'truly', 'really', 'oneness', 'oft', 'messenger', 'messenger', 'merciful', 'go', 'forgiving', 'forgiveness', 'believe', 'believe', 'away', 'asked', 'affairs']"
Surah An-Nur,"Make not the calling of the Messenger (Muhammad ) among you as your calling of one another. Allah knows those of you who slip away under shelter (of some excuse without taking the permission to leave, from the Messenger ). And let those who oppose the Messenger’s (Muhammad ) commandment (i.e. his Sunnah legal ways, orders, acts of worship, statements, etc.) (among the sects) beware, lest some Fitnah (disbelief, trials, afflictions, earthquakes, killing, overpowered by a tyrant, etc.) befall them or a painful torment be inflicted on them.",24:63,"['sunnah legal ways', 'excuse without taking', 'slip away', 'painful torment', 'one another', 'etc .)', 'etc .)', 'allah knows', 'messenger ’', 'messenger ).', 'messenger', 'worship', 'tyrant', 'trials', 'statements', 'shelter', 'sects', 'permission', 'overpowered', 'orders', 'oppose', 'muhammad', 'muhammad', 'make', 'let', 'lest', 'leave', 'killing', 'inflicted', 'fitnah', 'earthquakes', 'e', 'disbelief', 'commandment', 'calling', 'calling', 'beware', 'befall', 'among', 'among', 'afflictions', 'acts']"
Surah An-Nur,"Certainly, to Allah belongs all that is in the heavens and the earth. Surely, He knows your condition and (He knows) the Day when they will be brought back to Him, then He will inform them of what they did. And Allah is All-Knower of everything.",24:64,"['brought back', 'allah belongs', 'allah', 'surely', 'knows', 'knows', 'knower', 'inform', 'heavens', 'everything', 'earth', 'day', 'condition', 'certainly']"
Surah Al-Furqan,"Blessed be He Who sent down the criterion (of right and wrong, i.e. this Qur’an) to His slave (Muhammad ) that he may be a warner to the ‘Alamin (mankind and jinns).",25:1,"['‘ alamin', 'qur ’', 'jinns ).', 'wrong', 'warner', 'slave', 'sent', 'right', 'muhammad', 'may', 'mankind', 'e', 'criterion', 'blessed']"
Surah Al-Furqan,"He to Whom belongs the dominion of the heavens and the earth, and Who has begotten no son (children or offspring) and for Whom there is no partner in the dominion. He has created everything, and has measured it exactly according to its due measurements.",25:2,"['exactly according', 'due measurements', 'created everything', 'son', 'partner', 'offspring', 'measured', 'heavens', 'earth', 'dominion', 'dominion', 'children', 'belongs', 'begotten']"
Surah Al-Furqan,"Yet they have taken besides Him other aliha (gods) that created nothing but are themselves created, and possess neither hurt nor benefit for themselves, and possess no power (of causing) death, nor (of giving) life, nor of raising the dead.",25:3,"['possess neither hurt', 'taken besides', 'created nothing', 'possess', 'created', 'yet', 'raising', 'power', 'life', 'gods', 'giving', 'death', 'dead', 'causing', 'benefit', 'aliha']"
Surah Al-Furqan,"Those who disbelieve say: “This (the Qur’an) is nothing but a lie that he (Muhammad ) has invented, and others have helped him at it, so that they have produced an unjust wrong (thing) and a lie.”",25:4,"['unjust wrong', 'qur ’', 'disbelieve say', 'lie .”', 'lie', '“', 'thing', 'produced', 'others', 'nothing', 'muhammad', 'invented', 'helped']"
Surah Al-Furqan,"And they say: “Tales of the ancients, which he has written down, and they are dictated to him morning and afternoon.”",25:5,"['“ tales', 'afternoon .”', 'written', 'say', 'morning', 'dictated', 'ancients']"
Surah Al-Furqan,"Say: “It (this Qur’an) has been sent down by Him (Allah) (the Real Lord of the heavens and earth) Who knows the secret of the heavens and the earth. Truly, He is Oft-Forgiving, Most Merciful.”",25:6,"['real lord', 'qur ’', 'merciful .”', '“', 'truly', 'sent', 'secret', 'say', 'oft', 'knows', 'heavens', 'heavens', 'forgiving', 'earth', 'earth', 'allah']"
Surah Al-Furqan,"And they say: “Why does this Messenger (Muhammad ) eat food, and walk about in the markets (like ourselves). Why is not an angel sent down to him to be a warner with him?",25:7,"['eat food', 'angel sent', '“', 'warner', 'walk', 'say', 'muhammad', 'messenger', 'markets', 'like', ').']"
Surah Al-Furqan,"“Or (why) has not a treasure been granted to him, or why has he not a garden whereof he may eat?” And the Zalimun (polytheists and wrong-doers, etc.) say: “You follow none but a man bewitched.”",25:8,"['may eat ?”', 'man bewitched .”', 'garden whereof', 'follow none', 'etc .)', '“', '“', 'zalimun', 'wrong', 'treasure', 'say', 'polytheists', 'granted', 'doers']"
Surah Al-Furqan,"See how they coin similitudes for you, so they have gone astray, and they cannot find a (Right) Path.",25:9,"['gone astray', 'coin similitudes', 'cannot find', 'see', 'right', 'path']"
Surah Al-Furqan,"Blessed be He Who, if He will, will assign you better than (all) that, – Gardens under which rivers flow (Paradise) and will assign you palaces (i.e. in Paradise).",25:10,"['– gardens', 'rivers flow', 'paradise ).', 'paradise', 'palaces', 'e', 'blessed', 'better', 'assign', 'assign']"
Surah Al-Furqan,"Nay, they deny the Hour (the Day of Resurrection), and for those who deny the Hour, We have prepared a flaming Fire (i.e. Hell).",25:11,"['resurrection ),', 'hell ).', 'flaming fire', 'prepared', 'nay', 'hour', 'hour', 'e', 'deny', 'deny', 'day']"
Surah Al-Furqan,"When it (Hell) sees them from a far place, they will hear its raging and its roaring.",25:12,"['far place', 'sees', 'roaring', 'raging', 'hell', 'hear']"
Surah Al-Furqan,"And when they shall be thrown into a narrow place thereof, chained together, they will exclaim therein for destruction.",25:13,"['narrow place thereof', 'exclaim therein', 'chained together', 'thrown', 'shall', 'destruction']"
Surah Al-Furqan,"Exclaim not today for one destruction, but exclaim for many destructions.",25:14,"['one destruction', 'many destructions', 'today', 'exclaim', 'exclaim']"
Surah Al-Furqan,Say: (O Muhammad ) “Is that (torment) better or the Paradise of Eternity promised to the Muttaqun (pious and righteous persons – see V.2:2)?” It will be theirs as a reward and as a final destination.,25:15,"['righteous persons – see v', 'final destination', 'eternity promised', '2 )?”', '2', '“', 'torment', 'say', 'reward', 'pious', 'paradise', 'muttaqun', 'muhammad', 'better']"
Surah Al-Furqan,"For them there will be therein all that they desire, and they will abide (there forever). It is a promise binding upon your Lord that must be fulfilled.",25:16,"['promise binding upon', 'forever ).', 'therein', 'must', 'lord', 'fulfilled', 'desire', 'abide']"
Surah Al-Furqan,"And on the Day when He will gather them together and that which they worship besides Allah [idols, angels, pious men, saints, ‘Iesa (Jesus) – son of Maryam (Mary), etc.]. He will say: “Was it you who misled these My slaves or did they (themselves) stray from the (Right) Path?”",25:17,"['mary ), etc .].', 'worship besides allah', '‘ iesa', '– son', 'pious men', 'path ?”', '“', 'together', 'stray', 'slaves', 'say', 'saints', 'right', 'misled', 'maryam', 'jesus', 'idols', 'gather', 'day', 'angels']"
Surah Al-Furqan,"They will say: “Glorified be You! It was not for us to take any Auliya’ (Protectors, Helpers, etc.) besides You, but You gave them and their fathers comfort till they forgot the warning, and became a lost people (doomed to total loss).",25:18,"['total loss ).', 'fathers comfort till', '“ glorified', 'lost people', 'etc .)', 'auliya ’', 'warning', 'us', 'take', 'say', 'protectors', 'helpers', 'gave', 'forgot', 'doomed', 'besides', 'became']"
Surah Al-Furqan,"Thus they (false gods all deities other than Allah) will give you (polytheists) the lie regarding what you say (that they are gods besides Allah), then you can neither avert (the punishment), nor get help. And whoever among you does wrong (i.e. sets up rivals to Allah), We shall make him taste a great torment.",25:19,"['gods besides allah ),', 'false gods', 'allah ),', 'punishment ),', 'whoever among', 'shall make', 'neither avert', 'lie regarding', 'great torment', 'get help', 'allah', 'wrong', 'thus', 'taste', 'sets', 'say', 'rivals', 'polytheists', 'give', 'e', 'deities']"
Surah Al-Furqan,"And We never sent before you (O Muhammad ) any of the Messengers but verily, they ate food and walked in the markets. And We have made some of you as a trial for others: will you have patience? And your Lord is Ever All-Seer (of everything).",25:20,"['never sent', 'everything ).', 'ate food', 'walked', 'verily', 'trial', 'seer', 'patience', 'others', 'muhammad', 'messengers', 'markets', 'made', 'lord', 'ever']"
Surah Al-Furqan,"And those who expect not for a Meeting with Us (i.e. those who deny the Day of Resurrection and the life of the Hereafter), say: “Why are not the angels sent down to us, or why do we not see our Lord?” Indeed they think too highly of themselves, and are scornful with great pride.",25:21,"['lord ?” indeed', 'hereafter ), say', 'great pride', 'angels sent', '“', 'us', 'us', 'think', 'see', 'scornful', 'resurrection', 'meeting', 'life', 'highly', 'expect', 'e', 'deny', 'day']"
